,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
2105,Aug,1999,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,3-inch laceration to right foot,N,14h30,"""a small shark"""
2106,Aug,1999,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,M,,Foot injured,N,,
2107,Aug,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,M,23,Lacerations to left leg,N,Morning,7' shark
2108,Aug,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Small lacerations to right foot,N,18h40,
2109,Aug,1999,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",Lying prone in 2' of water,M,10,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,17h40,1.8 m [6'] shark
2110,Aug,1999,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,62,Right ankle & heel  lacerated,N,11h25,4' to 5' shark
2111,Aug,1999,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Fishing& holding catch,M,35,Right arm bitten,N,17h00,2.7 m [9']  bull shark or Caribbean reef shark
2112,Jul,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,M,42,Right thigh bitten,N,14h00,"White shark, 3 m to 5 m [10' to 16.5'] "
2113,Jul,1999,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming with dolphins,M,43,Ankle bitten,N,18h25,"Bull shark, 2.1 m [7']"
2114,Jul,1999,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,M,43,Right thigh & buttock bitten,N,10h28,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
2115,Jul,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Boogie boarding,M,14,FATAL,Y,11h15,White shark
2116,Jul,1999,Unprovoked,USA,South Carolina,Charleston,,M,,Five cuts on his heel,N,,
2117,Jul,1999,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",Wading in school of baitfish,F,30,Lacerations knee to ankle,N,Afternoon,"Blacktip shark, 1.8 m [6'] "
2118,Jul,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Surfing,M,29,Leg & board bitten,N,Morning,"White shark, 4 m [13'] "
2119,Jun,1999,Unprovoked,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Adrift in a life jacket,M,20,9-inch gash in left foot ,N,,1.2 m [4'] shark
2120,Jun,1999,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,21,Right hand and wrist lacerated,N,09h15,3' to 4' shark
2121,Jun,1999,Unprovoked,USA,Florida,"Atlantiic Beach, Duval County",Swimming,M,41,8-inch bite on calf,N,13h15,
2122,Jun,1999,Unprovoked,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Splashing / wading,M,5,Knee lacerated,N,16h00,Blacktip or spinner shark
2123,May,1999,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",Surfing,M,22,"FATAL, body not recovered",Y,14h30,Thought to involve a white shark
2124,May,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,21,Leg & hands bitten,N,Afternoon,"Tiger shark, 2.5 m [8.25']"
2125,Apr,1999,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,F,41,Thigh bitten,N,06h00,"Grey reef shark, 1.5 m "
2126,Apr,1999,Unprovoked,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,Swimming after being swept into sea by a large wave,M,52,FATAL,Y,10h30,3 bull sharks
2127,Apr,1999,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,M,14,Ankle bitten,N,,
2128,Mar,1999,Unprovoked,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,Fishing& diving for paua,M,,No injury,N,,"Sevengill shark, 2.4 m [8'] "
2129,Mar,1999,Provoked,BRAZIL,Rio Grande de Norte,Atol das Rochas,Scientific research (Dr. Sonny Gruber's student),M,,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,,
2130,Mar,1999,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ","Swimming, towing a kayak",F,29,"FATAL, arm bitten ",Y,20h30,
2131,Mar,1999,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvea,Fishing,M,,Multiple injuries,N,Morning,200 to 300 kg shark
2132,Mar,1999,Provoked,NEW ZEALAND,,,Fishing,M,28,Right thigh bitten PROVOKED INCIDENT,N,,"Mako shark, 1.3 m gaffed "
2133,Mar,1999,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing body boarding,M,18,Bruised right leg,N,,
2134,Mar,1999,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Swimming near pod of whales,F,29,Tissue removed knee to thigh,N,10h45,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity
2135,Feb,1999,Boating,USA,North Carolina,Frying Pan Shoals,Cruising,,,"No injury to occupants, boat sank after colliding with shark",N,,Basking shark
2136,Feb,1999,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,Surfing,M,35,"Left hand & forearm bitten, board bitten",N,Evening,Bronze whaler or tiger shark
2137,Feb,1999,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,25,Left hand bitten,N,15h30,Spinner shark
2138,Jan,1999,Unprovoked,MAURITIUS,,Belle-Mare,Fishing,M,47,Legs & torso injured,N,,Bull shark
2139,Jan,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,Paddle Skiing,M,,"No Injury, ski bitten",N,,"White shark, 4 m [13'] "
2140,Jan,1999,Boating,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",Inflatable boat,,,No injury to occupant: boat lost,N,,
2141,Jan,1999,Invalid,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,F,37,"Cut foot, but injury caused by fishing line, not the shark",UNKNOWN,,Shark involvement not confirmed
2142,Jan,1999,Unprovoked,REUNION,Saint-Leu,Pointe au Sel,Fishing,,,FATAL,Y,,Bull shark
2143,UNKNOWN,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Fishing,M,30,Heel lacerated,N,12h00,"White shark, 4.6 m [15'] "
2144,UNKNOWN,1999,Invalid,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",Surfing,M,,Abrasions,UNKNOWN,,Shark involvement not confirmed
2145,Dec,1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,08h30,
2146,Dec,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Standing,F,21,2 puncture wounds in left leg,N,15h30,
2147,Dec,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,18,Leg bitten,N,17h00,Possibly a white shark
2148,Dec,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Splashing,M,14,Right leg bitten,N,,
2149,Dec,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,F,21,Leg injured,N,Afternoon,
2150,Nov,1998,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,FATAL,Y,14h00,Tiger shark
2151,Nov,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Right foot bitten,N,08h45,1.2 m [4'] shark
2152,Nov,1998,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,N,17h00,"A ""small shark"""
2153,Nov,1998,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,32,No injury,N,,"White shark, 5 m  to 6 m [16.5' to 20'] "
2154,Nov,1998,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing for tuna,M,52,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,,6' shark
2155,Nov,1998,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,22,"FATAL, left forearm severed  ",Y,Late afternoon,Though to involve a white shark
2156,Oct,1998,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,17,Minor lacerations on right ankle & foot,N,Afternoon,
2157,Oct,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,M,30,"No injury, surfboard bitten",N,,
2158,Oct,1998,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,,Right hand bitten,N,,
2159,Oct,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,17,Right leg bitten,N,,
2160,Oct,1998,Unprovoked,REUNION,Saint-Benoît,,Diving,,,Survived,N,,
2161,Oct,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,M,28,2 one-inch lacerations in left foot,N,14h30,
2162,Sep,1998,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Puncture wounds to leg,N,,
2163,Sep,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left arm lacerated,N,15h35,
2164,Sep,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,Fishing / washing bait off hands,M,,Laceration to right foot,N,Dusk,
2165,Sep,1998,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,28,Right foot bitten,N,,1.8 m [6'] shark
2166,Sep,1998,Provoked,SENEGAL,Cap Vert Peninsula,Yoff Island,Fishing,M,25,Bitten by harpooned shark PROVOKED INCIDENT,N,,1.5 m shark
2167,Aug,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,26,Toes lacerated,N,20h15,3' to 4' shark
2168,Aug,1998,Invalid,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,,,"No injury; no attack, shark ate the bait hanging over the side of the boat",UNKNOWN,,Invalid
2169,Aug,1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie boarding,M,16,"Thigh, buttocks & lower back lacerated",N,14h16,"White shark, 5 m to 6 m [16.5' to 20'] "
2170,Aug,1998,Unprovoked,USA,Virginia,Virginia Beach,Fishing,M,,Lacerations to left hand,N,,"Dusky shark, 12' "
2171,Aug,1998,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,Fishing,M,28,Calf bitten,N,16h30,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] "
2172,Aug,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,M,11,Left calf injured,N,,4.5' to 5' shark
2173,Aug,1998,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Moving a shark in a net ,M,,Lacerations to right shin  PROVOKED INCIDENT,N,,"Sandtiger shark, 2 m, male "
2174,Aug,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing (or body boarding),M,19,Legs bitten,N,,"White shark, 4 m [13'] "
2175,Aug,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,Fishing,M,24,Leg bitten,N,13h00,"White shark, 4.9 m [16']"
2176,Jul,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Lacerations to left foot,N,17h30,
2177,Jul,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13,Calf bitten,N,P.M.,
2178,Jul,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Wading,M,47,Right leg bitten,N,,"Raggedtooth shark, 1.2 m [4'] "
2179,Jul,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,16,Knee bitten,N,Morning,5' to 6' shark
2180,Jul,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,10,Right leg bitten,N,,"Raggedtooth shark, 1.2 m [4'] "
2181,Jun,1998,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,Free diving for abalone,M,26,"FATAL, left thigh and lower leg severely injured  ",Y,14h00,Thought to involve a 5.5 m white shark named Kong
2182,Jun,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Body Boarding,M,20,"FATAL, hands & calf bitten  ",Y,09h55,White shark
2183,Jun,1998,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,18,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,18h00,
2184,Jun,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,,Survived,N,,
2185,May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,M,17,Minor laceration on foot,N,,
2186,May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Body boarding,M,15,Right shoulder & arm bitten,N,2 hours after Opperman,3 m to 4 m [10' to 13'] white shark
2187,May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Body boarding,M,16,Leg bitten,N,Early afternoon,Unidentified
2188,May,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,4 lacerations on the sole of his right foot,N,11h10,"Lemon shark, 1.5 m [5'], identified  by the surfer"
2189,May,1998,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,14,Ankle & foot bitten,N,14h30,"1.8 m [6'] shark, possibly a blacktip"
2190,May,1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming /Surfing,M,24,Left arm & wrist lacerated,N,15h00,
2191,May,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,Body boarding,M,22,"Lower legs bitten, foot severed",N,14h45,4 m [13'] white shark
2192,Apr,1998,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Towing rubber dinghy,F,35,"FATAL, torso & abdomen bitten, forearm severed ",Y,15h05,3 m [10'] shark
2193,Apr,1998,Unprovoked,USA,Oregon,Gleneden Beach,Surfing (lying prone on his board),M,50,Right thigh bitten,N,09h30 ,5 m [16.5'] white shark
2194,Apr,1998,Provoked,USA,Florida,"Marathon, Monroe County",Scuba diving,M,16,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,,"Nurse shark, 0.9 m [3'] "
2195,Apr,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming ,M,,FATAL,Y,,
2196,Apr,1998,Unprovoked,NEW CALEDONIA,,Île de Sable,,,,Calf bitten,N,,
2197,Mar,1998,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,40,Heel lacerated,N,15h30,
2198,Mar,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling  hunting crayfish and abalone,M,33,Lower leg lacerated,N,17h30,3 m [10'] white shark
2199,Mar,1998,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,M,32,6 puncture wounds to right calf,N,Morning,5' spinner shark
2200,Feb,1998,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,,Hands bitten,N,09h35,Spinner shark
2201,Jan,1998,Invalid,AUSTRALIA,New South Wales,Whale Beach,Fishing,M,31,"Missing, thought to have been taken by a shark",UNKNOWN,20h00,Shark involvement not confirmed
2202,Jan,1998,Unprovoked,NEW CALEDONIA,South Province,l'Anse-Vata,Surfing,M,,"No injury, board bumped & fin damaged",N,,1.7 m shark
2203,Jan,1998,Unprovoked,REUNION,Grand'Anse,,Bathing,M,,FATAL,Y,Mid afternoon,
2204,Jan,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,21,Calf & foot lacerated,N,,
2205,Jan,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,M,,20 punctures in right foot,N,Afternoon,
2206,Jan,1998,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,M,23,Leg bitten,N,13h15,Small dusky shark or blackfin shark
2207,UNKNOWN,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,M,28,FATAL,Y,,
2208,UNKNOWN,1998,Unprovoked,REUNION,Beaufonds,,Diving,,,FATAL,Y,,
2209,UNKNOWN,1998,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Fishing scuba & transferring fish onto a stringer,M,,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N,,sandtiger shark
2210,Dec,1997,Unprovoked,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Fishing,M,39,FATAL,Y,14h00,White shark
2211,Dec,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Sitting on surfboard,M,,Calf bitten,N,,
2212,Dec,1997,Invalid,USA,Florida,"Fort Lauderdale, Broward County",,F,29,"Ankle bitten, but shark involvement unconfirmed",UNKNOWN,,Shark involvement not confirmed
2213,Dec,1997,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,8,Left leg gashed knee to ankle,N,,
2214,Nov,1997,Unprovoked,AUSTRALIA,Western Australia,Albany,Scuba diving (submerged riding a scooter),M,42,Left arm lacerated when shark grabbed scooter,N,Morning,White shark
2215,Nov,1997,Unprovoked,USA,Florida,,Swimming,M,32,Thigh bitten,N,Mid morning,
2216,Nov,1997,Invalid,AUSTRALIA,New South Wales,Botany Bay?,Unknown,M,21,5 m white shark obsrved feeding on remains 6 days later,UNKNOWN,,Shark involvement prior to death suspected but not confirmed
2217,Oct,1997,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surf-skiing,M,51,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,,5.5 m [18'] white shark
2218,Oct,1997,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Body boarding Surfing,M,19,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N,07h20,"Tiger shark, 4 m to 4.3 m [13' to 14'] "
2219,Oct,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,"5"" gash in foot",N,17h15,Possibly a blacktip shark
2220,Oct,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Left foot bitten,N,18h00,1.2 m to 1.5 m [4' to 5'] shark
2221,Oct,1997,Boating,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,Fishingat,,,"No injury, hooked shark bit their 4.8 m inflatable boat",N,,Soupfin shark
2222,Oct,1997,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,14,Laceration & 3 puncture wounds to anterior right thigh,N,08h30,
2223,Sep,1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,20,FATAL,Y,,
2224,Sep,1997,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,12,Laceration to right foot,N,17h15,
2225,Sep,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,17,2 small lacerations to bottom of foot,N,Evening,small blacktip shark
2226,Sep,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Lacerations to lower left leg,N,15h20,
2227,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Lacerations on right ankle & heel,N,13h00,
2228,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking /Surfing,M,22,"2"" laceration on left heel",N,11h20,
2229,Aug,1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),M,29,Leg & hand bitten,N,12h30,5 m [16.5'] white shark
2230,Aug,1997,Invalid,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,28,FATAL,UNKNOWN,,Shark involvement prior to death was not confirmed
2231,Aug,1997,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,33,"FATAL, arm & leg severed ",Y,,"Tiger shark, 5.2 m [17']"
2232,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Floating on raft,F,12,Small lacerations on right lower leg,N,14h16,
2233,Aug,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,17,Seriously injured,N,,
2234,Aug,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,16,FATAL,Y,,Thought to involve an oceanic whitetip shark or a white shark
2235,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,17,Lacerations to foot,N,11h48,
2236,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Lacerations to right foot,N,17h15,
2237,Aug,1997,Unprovoked,USA,Texas,"East Beach, Galveston",Wading,F,10,Wrist & am bitten,N,,1 m shark
2238,Aug,1997,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Wade-Fishing,M,,Left forearm & wrist bitten,N,,1.5 m [5'] shark
2239,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Top of left foot bitten,N,15h45,juvenile shark
2240,Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,M,19,Top of left foot bitten,N,09h15,"""juvenile shark"""
2241,Jul,1997,Unprovoked,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,19,Leg lacerated,N,14h25,
2242,Jul,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,25,FATAL,Y,12h45,4.5 m white shark
2243,Jul,1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Survived,N,,
2244,Jul,1997,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,50,Left calf bitten,N,Night,Blacktip shark
2245,Jul,1997,Unprovoked,OKINAWA,Miyako,Hirara,Fishing for octopus,M,55,"FATAL, legs severed  ",Y,,White shark
2246,Jul,1997,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,,,Right thigh bitten,N,,
2247,Jun,1997,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",Fishing/ night diving,M,,Leg bitten just above ankle,N,23h00,2.4 m [8'] shark
2248,Jun,1997,Unprovoked,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,F,47,"Bitten on inner thigh, leg surgically amputated",N,14h30,"Tiger shark, 2.7m  [9']"
2249,Jun,1997,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,18,Laceration to left upper arm,N,18h00,Possibly a spinner shark
2250,Jun,1997,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,M,,,UNKNOWN,,
2251,Jun,1997,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County","Surfing, stood up on sandbar",M,33,4 lacerations above left ankle,N,10h25,1.2 m [4'] shark (spinner shark?)
